vin,bodystyle,exterior_color,fuel_type,make,mileage,model,price,trim,year
4JGDA5JB2HA871155,SUV,Black,Gasoline,Mercedes-Benz,45136,GLE 350,34992,Base,2017
1C4SDJCT5LC283541,SUV,DB Black Clearcoat,Gasoline,Dodge,35309,Durango,43988,R/T,2020
JTNA4RBE3L3079474,Hatchback,Blizzard Pearl,Gasoline,Toyota,12501,Corolla Hatchback,28991,XSE,2020
WBA5R7C54KAJ80010,Sedan,Jet Black,Gasoline,BMW,42674,330,37495,i xDrive,2019
1C6RRFJG6LN271297,Pickup Truck,Granite Crystal Clearcoat Metallic,Gasoline,RAM,42120,1500,44999,Laramie,2020
JM3KFBDM3K0610257,SUV,Deep Crystal Blue Mica,Gasoline,Mazda,58723,CX-5,28735,Grand Touring,2019
5UXCR6C50KLL36437,SUV,Jet Black,Gasoline,BMW,56505,X5,44982,xDrive40i,2019
5YJYGDEE1LF040345,SUV,Pearl White Multi,Electric,Tesla,7891,Model Y,72488,Long Range,2020
4JGFF5KE1LA104330,SUV,Black,Gasoline,Mercedes-Benz,34017,GLS 450,76995,Base 4MATIC,2020
1C4SDJCT6LC115116,SUV,Granite,Gasoline,Dodge,61652,Durango,41000,R/T,2020
5UXCR4C02LLT18287,SUV,Alpine White,Gasoline,BMW,47511,X5,50000,sDrive40i,2020
W1N0G5DB6LF774624,SUV,Iridium Silver Metallic,Hybrid,Mercedes-Benz,16372,GLC 350e,39939,Base 4MATIC,2020
WA1VAAF78JD050436,SUV,Samurai Gray Metallic,Gasoline,Audi,46247,Q7,47287,3.0T Prestige,2018
5FNYF6H55HB082356,SUV,Steel Sapphire Metallic,Gasoline,Honda,63006,Pilot,28477,EX-L,2017
5TDGZRBH7MS131764,SUV,Magnetic Gray Metallic,Gasoline,Toyota,14613,Highlander,42272,XLE,2021
4S4BSANC3K3298830,SUV,Crimson Red Pearl,Gasoline,Subaru,17279,Outback,32998,2.5i Limited,2019
JTMP1RFV1MD076781,SUV,Magnetic Gray Metallic,Gasoline,Toyota,14012,RAV4,37391,XLE,2021
JTEBT17R648013896,SUV,Black,Gasoline,Toyota,61374,4Runner,18500,Limited,2004
WBA7E4C58KGV70107,Sedan,Black Sapphire Metallic,Gasoline,BMW,29091,740,50812,i xDrive,2019
1C4RJFBG8FC943018,SUV,Brilliant Black Crystal Pearlcoat,Gasoline,Jeep,40444,Grand Cherokee,25000,Limited,2015
JF2GTANC3KH292392,SUV,Sunshine Orange,Gasoline,Subaru,18517,Crosstrek,32989,2.0i Limited,2019
1C4RJFBGXKC703253,SUV,Diamond Black,Gasoline,Jeep,22203,Grand Cherokee,35600,Limited,2019
5TDJRKEC6MS040868,Passenger Van,Ruby Flare Pearl,Hybrid,Toyota,9502,Sienna,51490,XLE,2021
1C4SJUBTXNS130321,SUV,Bright White Clearcoat,Gasoline,Jeep,8075,Wagoneer,67568,Series II,2022
5TDBT44AX7S292158,SUV,Desert Sand Mica,Gasoline,Toyota,95809,Sequoia,19950,SR5,2007
WBA5R1C53KAJ98608,Sedan,Jet Black,Gasoline,BMW,48981,330,33985,i,2019
5FNYF6H58MB009511,SUV,Modern Steel Metallic,NULL,Honda,27024,Pilot,41991,LX,2021
2HGFC3B38LH352271,Coupe,Modern Steel Metallic,Gasoline,Honda,11077,Civic,27500,EX,2020
W1KWF8EB2MR653437,Sedan,Gray Metallic,Gasoline,Mercedes-Benz,10811,C-Class,45220,C 300 4MATIC,2021
4S4BSANC4J3241597,SUV,Crystal White Pearl,Gasoline,Subaru,21062,Outback,24200,2.5i Limited,2018
WP1AB2A53GLB55783,SUV,Dark Blue Metallic,Gasoline,Porsche,35529,Macan,46480,S,2016
5N1AZ2BS3LN106191,SUV,Super Black Metallic,Gasoline,Nissan,64819,Murano,28661,SV,2020
2HKRW2H82KH655648,SUV,Modern Steel Metallic,Gasoline,Honda,34058,CR-V,32050,EX-L,2019
1FMJU1KT1MEA12958,SUV,Antimatter Blue Metallic,Gasoline,Ford,10211,Expedition,64650,Limited,2021
5UXTR9C52JLC76146,SUV,Jet Black,Gasoline,BMW,38788,X3,35696,xDrive30i,2018
5UXKR0C36H0V71555,SUV,Glacier Silver Metallic,Gasoline,BMW,62444,X5,33481,xDrive35i,2017
1FMCU9GD9JUD42910,SUV,White,Gasoline,Ford,44753,Escape,25795,SE,2018
2HKRW2H80KH665174,SUV,Crystal Black Pearl,Gasoline,Honda,12362,CR-V,31888,EX-L,2019
JTHC51FF3K5006251,Sedan,Eminent White Pearl,Gasoline,Lexus,20823,LS 500,62788,500,2019
4S4BTAMC4M3100533,SUV,Ice Silver Metallic,Gasoline,Subaru,10408,Outback,39000,Limited,2021
JN1EV7BP0MM701679,Sedan,Majestic White,Gasoline,INFINITI,9437,Q50,38500,3.0t LUXE,2021
WBA8D9C50JA614431,Sedan,Gray,Gasoline,BMW,53837,330,24966,i xDrive,2018
JTESU5JR6N5997387,SUV,Classic Silver Metallic,Gasoline,Toyota,9650,4Runner,51687,TRD Sport,2022
WA1B4AFY9K2130764,SUV,Brilliant Black,Gasoline,Audi,16195,SQ5,44990,3.0T Premium,2019
2T3BFREV2JW846613,SUV,Super White,Gasoline,Toyota,14634,RAV4,29490,LE,2018
2HGFG12608H521158,Coupe,Alabaster Silver Metallic,Gasoline,Honda,117210,Civic,6495,LX,2008
1FTEW1E42LFB93016,Pickup Truck,Blue,Gasoline,Ford,14909,F-150,57485,Lariat,2020
1C6RR6FG3MS530727,Pickup Truck,Flame Red Clearcoat,Gasoline,RAM,27019,1500 Classic,31999,Tradesman,2021
1FM5K8B88KGA19385,SUV,Oxford White,Gasoline,Ford,60990,Explorer,33850,Base,2019
2T2BZMCA6KC203411,SUV,White,Gasoline,Lexus,23325,RX 350,50998,F Sport,2019
5LMYJ8XY9MNL00261,SUV,White,Hybrid,Lincoln,12416,Aviator,71967,Grand Touring,2021
1GNERKKW6LJ141251,SUV,Summit White,Gasoline,Chevrolet,49896,Traverse,42970,Premier,2020
5J8TC1H50KL014168,SUV,Majestic Black Pearl,Gasoline,Acura,43597,RDX,39898,Technology Package,2019
5J6RW1H89KL006610,SUV,Gunmetal Metallic,Gasoline,Honda,57583,CR-V,32900,EX-L,2019
YV4BR0PK5J1387935,SUV,Maple Brown,Gasoline,Volvo,30626,XC90 Hybrid,53988,T8 AWD Momentum,2018
WAUAVAFD2BN024177,Sedan,0,Gasoline,Audi,94300,A8,14298,Base,2011
WDD5J4GB9LN077867,Sedan,Polar White,Gasoline,Mercedes-Benz,13588,CLA 250,38995,Base,2020
5XXG64J21MG022341,Sedan,Sapphire Blue,Gasoline,Kia,33282,K5,31892,GT-Line,2021
W1N4M4HB8MW115220,SUV,Galaxy Blue Metallic,Gasoline,Mercedes-Benz,11642,GLB 250,41985,Base 4MATIC,2021
1FTEW1E5XJKE58620,Pickup Truck,Oxford White,Gasoline,Ford,54454,F-150,41999,Lariat,2018
WDD7X8KB9KA004333,Hatchback,Designo,Gasoline,Mercedes-Benz,30735,AMG GT 63,138495,S 4-Door,2019
JM3TB2DA0C0357194,SUV,Copper Red Mica,Gasoline,Mazda,106512,CX-9,13591,Grand Touring,2012
5YJ3E1EB4MF924317,Sedan,Pearl White Multi,NULL,Tesla,20501,Model 3,64976,Long Range,2021
2GNFLGEK1H6172553,SUV,Iridescent Pearl Tricoat,Gasoline,Chevrolet,49502,Equinox,23997,Premier,2017
WDDJK7DA0DF017836,Convertible,Iridium Silver,Gasoline,Mercedes-Benz,45972,SL-Class,49900,SL 550,2013
2C3CCAEG8LH141838,Sedan,Velvet Red Pearlcoat,Gasoline,Chrysler,43168,300,30004,Limited,2020
WUABWCF53KA900516,Coupe,Nardo Gray,Gasoline,Audi,24436,RS 5,74700,2.9T,2019
5LMJJ2LT7JEL19170,SUV,White Platinum Tri-Coat Metallic,Gasoline,Lincoln,50680,Navigator,56962,Reserve,2018
4T1K61AK8LU911408,Sedan,Wind Chill Pearl,Gasoline,Toyota,21027,Camry,35900,XSE,2020
5XYP54HC0LG024352,SUV,Dark Moss,Gasoline,Kia,14055,Telluride,44698,SX,2020
5TDJZRFHXKS566033,SUV,Midnight Black Metallic,Gasoline,Toyota,48900,Highlander,35999,XLE,2019
JF2SKAWC7KH525945,SUV,Dark Gray Metallic,Gasoline,Subaru,22437,Forester,37995,Touring,2019
2FMPK3K92LBA56526,SUV,Magnetic,Gasoline,Ford,64439,Edge,30321,Titanium,2020
5UXWX9C55G0D66064,SUV,Alpine White,Gasoline,BMW,63385,X3,24750,xDrive28i,2016
WDDWJ8EB3KF778573,Coupe,White,Gasoline,Mercedes-Benz,47783,C-Class,40995,C 300,2019
4S4WMARD2M3433569,SUV,Magnetite Gray Metallic,Gasoline,Subaru,12036,Ascent,41998,Touring 7-Passenger,2021
5YJ3E1EB3LF619714,Sedan,Pearl White Multi,Gasoline,Tesla,12398,Model 3,60999,Long Range,2020
ZASPAKAN4M7D10478,SUV,Alfa White,Gasoline,Alfa Romeo,11675,Stelvio,41995,Base,2021
3C6TRVBG7LE111190,Cargo Van,White,Gasoline,RAM,41828,ProMaster 1500,38998,Base,2020
3C4PDCBG0KT836721,SUV,Granite Pearlcoat,Gasoline,Dodge,23280,Journey,24998,SE,2019
JM3KFBDMXL0809176,SUV,Soul Red Crystal Metallic,Gasoline,Mazda,36374,CX-5,33798,Grand Touring,2020
2T2BZMCA0KC198044,SUV,Silver Lining Metallic,Gasoline,Lexus,26762,RX 350,49977,RX 350 F SPORT,2019
5LM5J7XC7MGL13628,SUV,Black,Gasoline,Lincoln,14410,Aviator,66590,Reserve AWD,2021
WA1ANAFY6L2041678,SUV,Brilliant Black,Gasoline,Audi,24145,Q5,39988,45 Premium,2020
LYV102RK0JB101676,SUV,Bright Silver Metallic,Gasoline,Volvo,44000,XC60,35962,T5 Momentum,2018
ZARFAMAN3K7616221,Sedan,Black,Gasoline,Alfa Romeo,34803,Giulia,33995,Base,2019
4JGDF7DE4FA538083,SUV,Obsidian Black Metallic,Gasoline,Mercedes-Benz,54920,GL-Class,35491,GL 550 4MATIC,2015
NMTKHMBX0KR099260,SUV,Magnetic Gray Metallic,Gasoline,Toyota,19335,C-HR,25685,XLE,2019
3D73M3CLXAG192474,Pickup Truck,Light Greystone Pearlcoat,Diesel,Dodge,86648,Ram 3500,38923,Laramie,2010
3MVDMBEM9LM139900,SUV,Deep Crystal Blue Mica,Gasoline,Mazda,5874,CX-30,33500,Premium Package,2020
WAUD8AF28LN087742,Sedan,Ibis White,Gasoline,Audi,24180,A6,42981,45 Premium,2020
SALWZ2SE2KA841506,SUV,Santorini Black Metallic,Gasoline,Land Rover,19139,Range Rover Sport,119900,SVR,2019
5TDYZ3DC1KS969434,Passenger Van,Blizzard Pearl,Gasoline,Toyota,36291,Sienna,39494,XLE,2019
2LMPJ8K92LBL13060,SUV,Silver Radiance,Gasoline,Lincoln,19764,Nautilus,44827,Reserve,2020
JTEKU5JR7M5902155,SUV,Gray,Gasoline,Toyota,30447,4Runner,51795,Limited,2021
WBA5U7C00LFH82199,Sedan,Black Sapphire Metallic,Gasoline,BMW,20560,M340,48536,i,2020
1GYFZER49KF126077,SUV,Autumn Metallic,Gasoline,Cadillac,45076,XT4,34000,Sport,2019
1GKS2BKC4LR273002,SUV,Onyx Black,Gasoline,GMC,64250,Yukon,39600,SLT,2020
WAU32AFD8FN011456,Sedan,Monsoon Gray Metallic,Gasoline,Audi,64071,A8,31895,L 4.0T,2015
5UXCW2C09L9C86130,SUV,Black Sapphire Metallic,Gasoline,BMW,15044,X7,72800,xDrive40i,2020
1FMCU92779KB08550,SUV,White,Gasoline,Ford,39000,Escape,9995,XLS,2009
2T2BZMCA3KC193744,SUV,Eminent White Pearl,Gasoline,Lexus,16566,RX 350,40849,350,2019
WDD1J6GB3JF047877,Coupe,Red,Gasoline,Mercedes-Benz,46354,E-Class,42999,E 400 4MATIC,2018
W1KWF8DB1MR617496,Sedan,Gray,Gasoline,Mercedes-Benz,32173,C-Class,39994,C 300,2021
5YFEPRAE3LP121874,Sedan,Super White,Gasoline,Toyota,48556,Corolla,22510,LE,2020
WA1BAAFY4M2067780,SUV,Mythos Black Metallic,Gasoline,Audi,14367,Q5,44995,45 Premium,2021
5UXCW2C0XL9B79765,SUV,Alpine White,Gasoline,BMW,29278,X7,70597,xDrive40i,2020
5UXCX6C00M9H21848,SUV,Metallic,Gasoline,BMW,11264,X7,99998,M50i,2021
WA1AAAFY5M2005042,SUV,Florett Silver Metallic,Gasoline,Audi,15660,Q5,44060,45 Premium,2021
KL4CJASB2KB910359,SUV,Brown,Gasoline,Buick,48717,Encore,20769,Preferred,2019
1FMJK1HT0LEA12204,SUV,Burgundy Velvet Metallic Tinted Clearcoat,Gasoline,Ford,65136,Expedition Max,40901,XLT,2020
2T2BZMCA6KC199828,SUV,Caviar,Gasoline,Lexus,30432,RX 350,46500,F Sport,2019
4JGFB4KB3LA022465,SUV,Selenite Gray Metallic,Gasoline,Mercedes-Benz,26405,GLE 350,60988,Base 4MATIC,2020
3VV0B7AX8KM032856,SUV,Silk Blue Metallic,Gasoline,Volkswagen,13635,Tiguan,24998,2.0T S,2019
1GC1KXEY5JF189538,Pickup Truck,Black,Diesel,Chevrolet,82800,Silverado 2500,57895,High Country,2018
5UXTR9C50KLP85392,SUV,Jet Black,Gasoline,BMW,17166,X3,42898,xDrive30i,2019
5J8TC2H37LL038800,SUV,Majestic Black Pearl,Gasoline,Acura,54369,RDX,36531,Base,2020
5NPD84LF5HH160133,Sedan,Lakeside Blue,Gasoline,Hyundai,19388,Elantra,19975,SE,2017
W1N4N4GB3MJ257132,SUV,Polar White,Gasoline,Mercedes-Benz,17767,GLA 250,43250,Base,2021
4T1B11HK5KU743486,Sedan,Galactic Aqua,Gasoline,Toyota,15545,Camry,27982,LE,2019
WA1LAAF7XKD020699,SUV,Glacier White Metallic,Gasoline,Audi,19977,Q7,53555,55 Premium Plus,2019
2T1BURHE7KC192320,Sedan,Red,Gasoline,Toyota,17483,Corolla,21987,L,2019
JTEBU5JR3H5418019,SUV,White,Gasoline,Toyota,68381,4Runner,38600,Limited,2017
4JGDF6EE0JB166446,SUV,Black,Gasoline,Mercedes-Benz,40561,GLS 450,46999,Base 4MATIC,2018
5TDGZRBHXMS540728,SUV,Blueprint,Gasoline,Toyota,19612,Highlander,42990,XLE,2021
WP1AA2A24GLA08705,SUV,White,Gasoline,Porsche,85971,Cayenne,31688,Base,2016
WDDSJ4EB4KN755316,Sedan,Black,Gasoline,Mercedes-Benz,23237,CLA 250,36998,Base,2019
5UXCR6C57KLL39674,SUV,Black Sapphire Metallic,Gasoline,BMW,24051,X5,53439,xDrive40i,2019
5J8TC1H57LL013195,SUV,Black,Gasoline,Acura,54120,RDX,36853,Technology Package,2020
1FAHP3H24CL200717,Sedan,Race Red,Gasoline,Ford,135809,Focus,5499,SEL,2012
2G1WL15C869267212,Coupe,Victory Red,Gasoline,Chevrolet,84147,Monte Carlo,10850,SS,2006
2G1WX15K019270402,Coupe,White,Gasoline,Chevrolet,23979,Monte Carlo,16965,SS,2001
2HKRW1H80KH509064,SUV,Lunar Silver Metallic,Gasoline,Honda,15112,CR-V,29995,EX-L,2019
1GNSCNKD1MR234086,SUV,Iridescent Pearl Tricoat,Gasoline,Chevrolet,44445,Tahoe,61990,LT,2021
3FA6P0HD7LR166832,Sedan,Iconic Silver Metallic,Gasoline,Ford,18636,Fusion,24000,SE,2020
5N1DR2CM8LC610454,SUV,Magnetic Black Pearl,Gasoline,Nissan,64166,Pathfinder,27999,SL,2020
SALRR2RV6JA059291,SUV,Byron Blue,Gasoline,Land Rover,32505,Discovery,42999,HSE,2018
5FNYF6H0XKB040714,SUV,Deep Scarlet Pearl,Gasoline,Honda,59844,Pilot,38797,Elite,2019
5NPD74LFXJH214292,Sedan,Quartz White Pearl,Gasoline,Hyundai,43662,Elantra,17971,SE,2018
1C4RJFAG6KC832141,SUV,Sting Gray Clearcoat,Gasoline,Jeep,30278,Grand Cherokee,35495,Altitude,2019
WP1AA2A24GKA37935,SUV,White,Gasoline,Porsche,67139,Cayenne,34988,Base,2016
JN1BJ1CV2LW268863,SUV,Gun Metallic,Gasoline,Nissan,44950,Rogue Sport,22225,S,2020
5YJXCDE29JF128652,SUV,Black,Electric,Tesla,68742,Model X,73990,75D,2018
5YJXCBE48GF005472,SUV,Titanium Metallic,Electric,Tesla,66740,Model X,79750,P90D,2016
4JGED6EB2KA134993,SUV,Black,Gasoline,Mercedes-Benz,39288,AMG GLE 43,66999,4MATIC Coupe,2019
WA1LHAF7XKD018866,SUV,Orca Black Metallic,Gasoline,Audi,31544,Q7,44999,45 Premium Plus,2019
WA1DGAFE3FD024794,SUV,Midnight Black,Gasoline,Audi,65207,Q7,27995,3.0T S line Prestige,2015
JTHBK1EG5C2511967,Sedan,Starfire Pearl,Gasoline,Lexus,86690,ES 350,18972,Base,2012
JTMRWRFV0KD034884,SUV,Ruby Flare Pearl,Hybrid,Toyota,48047,RAV4 Hybrid,34285,XLE,2019
YV4A221KXL1624488,SUV,Onyx Black Metallic,Gasoline,Volvo,17354,XC90,46460,T6 Momentum 6 Passenger,2020
JM1DKBD76G0113489,SUV,Jet Black Mica,Gasoline,Mazda,69871,CX-3,19900,Grand Touring,2016
1C6SRFJT9LN157289,Pickup Truck,Diamond Black,Gasoline,RAM,22030,1500,49995,Laramie,2020
2T3A1RFV9KC029957,SUV,Blueprint,Gasoline,Toyota,11380,RAV4,35886,XLE Premium,2019
JTMH1RFV3LD046863,SUV,Silver Sky Metallic,Gasoline,Toyota,33065,RAV4,30471,LE,2020
WDDWJ8DB4KF837227,Coupe,Black,Gasoline,Mercedes-Benz,17488,C-Class,41990,C 300,2019
SALWG2VF1GA553056,SUV,Carpathian Grey,Gasoline,Land Rover,80168,Range Rover Sport,34998,Supercharged SE,2016
1GNSKJKC5HR213167,SUV,Iridescent Pearl Tricoat,Gasoline,Chevrolet,87285,Suburban,44943,Premier,2017
5J8TC1H57ML021170,SUV,Platinum White Pearl,Gasoline,Acura,14129,RDX,46198,Technology Package,2021
3GNAXKEVXMS182702,SUV,Silver Ice Metallic,Gasoline,Chevrolet,19064,Equinox,30795,1LT,2021
5UXKR0C54H0V65223,SUV,Space Gray Metallic,Gasoline,BMW,49286,X5,36990,xDrive35i,2017
3GCUYHEDXMG147996,Pickup Truck,Black,Gasoline,Chevrolet,19722,Silverado 1500,54294,High Country,2021
ZPBUA1ZL9LLA07266,SUV,Yellow,Gasoline Fuel,Lamborghini,1600,Urus,309997,Base,2020
JM3KFBDL8H0198868,SUV,Machine Gray Metallic,Gasoline,Mazda,56176,CX-5,26998,Grand Touring,2017
2LMPJ8LR3HBL37065,SUV,White Platinum,Gasoline,Lincoln,54197,MKX,26541,Reserve,2017
5J8TC1H52KL000711,SUV,Gray,Gasoline,Acura,37767,RDX,35958,Technology Package,2019
2HKRW2H58MH613476,SUV,NULL,Gasoline,Honda,10154,CR-V,35986,EX,2021
1GYKNCRS8JZ102069,SUV,Crystal White Tri-Coat,Gasoline,Cadillac,11883,XT5,37182,Luxury,2018
1GKS2DKL5MR319224,SUV,Midnight Blue Metallic,Gasoline,GMC,11220,Yukon,84811,Denali,2021
5TFCZ5ANXMX250899,Pickup Truck,Gray,Gasoline,Toyota,13141,Tacoma,45995,TRD Pro,2021
3GNKBKRS9MS500246,SUV,Bright Blue Metallic,Gasoline,Chevrolet,23106,Blazer,49950,RS,2021
5TDLZRAH7MS045502,SUV,Gray,Gasoline,Toyota,31012,Highlander,44991,XSE,2021
1G1YM2D70J5106424,Coupe,Corvette Racing Yellow Tintcoat,Gasoline,Chevrolet,17799,Corvette,62995,Stingray Z51,2018
3GTU9FEL5NG148712,Pickup Truck,Cayenne Red Tintcoat,Gasoline,GMC,120,Sierra 1500 Limited,79777,Denali,2022
1C4RJFBG7LC280083,SUV,Diamond Black,Gasoline,Jeep,63401,Grand Cherokee,33995,Limited,2020
WP1AB2A58HLB16396,SUV,Carrara White Metallic,Gasoline,Porsche,38745,Macan,45210,S,2017
5FNYF6H65KB004434,SUV,Modern Steel Metallic,Gasoline,Honda,40873,Pilot,39750,Touring 7-Passenger,2019
7SAYGDEE8NF357352,SUV,Pearl White Multi,Electric,Tesla,4446,Model Y,73750,Long Range,2022
5J8YD4H37LL035944,SUV,Gunmetal Metallic,Gasoline,Acura,15542,MDX,40977,3.5L,2020
1C4RJFLG3JC139541,SUV,Velvet Red Pearlcoat,Gasoline,Jeep,89402,Grand Cherokee,33457,Trailhawk,2018
5YJYGDEE2MF161323,SUV,Pearl White Multi,Electric,Tesla,18146,Model Y,76888,Long Range,2021
WA1L2AFP5GA137287,SUV,Monsoon Gray Metallic,E85 Flex Fuel,Audi,13480,Q5,32595,2.0T Premium Plus,2016
5NMS53AA5KH035266,SUV,Twilight Black,Gasoline,Hyundai,61816,Santa Fe,29991,Limited 2.0T,2019
4JGDA5HB2JB056685,SUV,Black,Gasoline,Mercedes-Benz,20624,GLE 350,42877,Base 4MATIC,2018
JF2SKAUC7KH584805,SUV,Crystal Black Silica,Gasoline,Subaru,18956,Forester,32994,Limited,2019
4JGED6EBXKA149192,SUV,Black,Gasoline,Mercedes-Benz,40979,AMG GLE 43,63995,4MATIC Coupe,2019
JTJBM7FX6H5159644,SUV,Black Onyx,Gasoline,Lexus,103269,GX 460,32999,Base,2017
1FMEU31K57UB31273,SUV,Oxford White Clearcoat,Gasoline,Ford,90828,Explorer Sport Trac,12900,XLT,2007
WBA7E4C56KGV70123,Sedan,Magellan Gray Metallic,Gasoline,BMW,77862,740,40572,i xDrive,2019
WP1AA2A59KLB01254,SUV,Chalk,Gasoline,Porsche,32715,Macan,51900,Base,2019
4T1G11AK1MU582136,Sedan,Midnight Black Metallic,Gasoline,Toyota,33627,Camry,28839,SE,2021
W04WT3N50GG053767,Convertible,Graystone Metallic,Gasoline,Buick,51763,Cascada,22157,Premium,2016
5TDGZRAH4NS542977,SUV,Silver,Gasoline,Toyota,4910,Highlander,46050,XLE,2022
3GTU9DEDXMG205627,Pickup Truck,Onyx Black,Gasoline,GMC,44148,Sierra 1500,52707,SLT,2021
5N1DL0MN0KC500610,SUV,Graphite Shadow,Gasoline,INFINITI,49129,QX60,35998,Luxe,2019
3LN6L5E96JR615459,Sedan,Mocha,Gasoline,Lincoln,51730,MKZ,24890,Reserve,2018
WA1BNAFY6L2001198,SUV,Mythos Black Metallic,Gasoline,Audi,11706,Q5,44991,45 Premium Plus,2020
5TDKZRFH4KS329297,SUV,Toasted Walnut Pearl,Gasoline,Toyota,19588,Highlander,35999,XLE,2019
2FMPK4J9XLBA70519,SUV,Agate Black,Gasoline,Ford,64921,Edge,23050,SEL,2020
JTJGARBZ4L5019621,SUV,Eminent White Pearl,Gasoline,Lexus,20997,NX 300,41000,Base,2020
2HKRW2H54KH626416,SUV,White,Gasoline,Honda,14235,CR-V,31921,EX,2019
1GNSKBKC3LR233707,SUV,Silver Ice Metallic,Gasoline,Chevrolet,30613,Tahoe,55086,LT,2020
1C4PJMDX4KD334148,SUV,Diamond Black,Gasoline,Jeep,44671,Cherokee,27500,Limited,2019
3MW5R7J00M8B79152,Sedan,Jet Black,Gasoline,BMW,35658,330,41218,i xDrive,2021
1GYS4KKL2MR473216,SUV,Black Raven,Gasoline,Cadillac,17913,Escalade ESV,98000,Premium Luxury,2021
WA1EECF3XM1066656,SUV,Chronos Gray Metallic,Gasoline,Audi,15543,Q3,40999,45 S line Premium,2021
5FNYF6H52LB059223,SUV,Platinum White Pearl,Gasoline,Honda,11700,Pilot,39982,EX-L,2020
KL4CJASB2LB011650,SUV,Summit White,Gasoline,Buick,14498,Encore,23968,Preferred,2020
3VV0B7AX5MM023762,SUV,Pyrite Silver Metallic,Gasoline,Volkswagen,14586,Tiguan,27900,2.0T S,2021
JF2SJAEC4JH555892,SUV,Crystal Black Silica,Gasoline,Subaru,97359,Forester,19799,2.5i Premium,2018
55SWF8EB0KU287067,Sedan,Black,Gasoline,Mercedes-Benz,21196,C-Class,36998,C 300 4MATIC,2019
4JGDF6EE9HA993264,SUV,Black,Gasoline,Mercedes-Benz,39570,GLS 450,47881,Base 4MATIC,2017
JTJDY7AXXL4316627,SUV,White,Gasoline,Lexus,12431,LX 570,88427,Three-Row,2020
1G1Y62D47L5106388,Coupe,Sebring Orange Tintcoat,Gasoline,Chevrolet,5941,Corvette,93124,Stingray w/1LT,2020
4JGDF6EE8HA749072,SUV,Polar White,Gasoline,Mercedes-Benz,48622,GLS 450,42980,Base 4MATIC,2017
3FA6P0LU7KR226212,Sedan,Ruby Red Metallic Tinted Clearcoat,Hybrid,Ford,48119,Fusion Hybrid,20198,SE,2019
5UXCY6C07M9H59445,Coupe,Mineral White Metallic,Gasoline/Mild Electric Hybrid,BMW,13926,X6,78852,xDrive40i,2021
5XYP5DHC3NG224189,SUV,Glacial White Pearl,Gasoline,Kia,2616,Telluride,60800,SX,2022
5UXTY3C05M9F52633,SUV,Jet Black,Gasoline,BMW,17239,X3,43943,sDrive30i,2021
JF2SKAJC1LH590864,SUV,Sepia Bronze Metallic,Gasoline,Subaru,31981,Forester,30888,Premium,2020
5YJYGDEF9MF293553,SUV,Black,Electric,Tesla,1192,Model Y,74826,Performance,2021
5UXTR9C54KLD92126,SUV,Black Sapphire Metallic,Gasoline,BMW,14891,X3,41977,xDrive30i,2019
1C4HJXDN8MW718364,SUV,Granite Crystal Clearcoat Metallic,Gasoline,Jeep,19565,Wrangler Unlimited,43500,Sport,2021
2HKRW2H85KH624331,SUV,Obsidian Blue Pearl,Gasoline,Honda,37618,CR-V,30866,EX-L,2019
5YJYGDEE6MF231079,SUV,Blue,Electric,Tesla,9928,Model Y,72035,Long Range,2021
W1KZF6JB9LA837052,Sedan,Polar White,Gasoline,Mercedes-Benz,11295,E-Class,63941,E 450 4MATIC,2020
MAJ3P1TEXJC199912,SUV,Smoke,Gasoline,Ford,14100,EcoSport,22599,SE,2018
5UXKS4C57J0Y20626,SUV,Black,Diesel,BMW,44410,X5,44995,xDrive35d,2018
1V2TR2CA2MC558227,SUV,Racing Green,Gasoline,Volkswagen,21638,Atlas,47574,3.6 V6 SEL Premium,2021
1FTFW1E50MFB32116,Pickup Truck,Agate Black Metallic,Gasoline,Ford,12284,F-150,129991,Lariat,2021
WP1AB2A53JLB34973,SUV,Gold,Gasoline,Porsche,15383,Macan,54797,S,2018
1C4HJWEG3JL801711,SUV,CHIEF CLEAR COAT,Gasoline,Jeep,46991,Wrangler JK Unlimited,34900,Sahara,2018
2T2BZMCA0KC191854,SUV,White,Gasoline,Lexus,43116,RX 350,39950,LX,2019
5YJYGDEE9MF190043,SUV,Deep Blue Metallic,Electric,Tesla,15884,Model Y,71699,Long Range,2021
1C4HJXFG4JW251812,SUV,Granite Crystal Clearcoat Metallic,Gasoline,Jeep,14230,Wrangler Unlimited,49894,Rubicon,2018
5N1DL0MM9KC529871,SUV,Graphite Shadow,Gasoline,INFINITI,23477,QX60,38000,Luxe,2019
1GNSKHKC7LR256863,SUV,Silver Ice Metallic,Gasoline,Chevrolet,59708,Suburban,47997,LT,2020
2C3CDYAGXDH661004,Coupe,Blue,Gasoline,Dodge,38855,Challenger,22990,SXT,2013
WBXJG7C08M5S63014,SUV,Jet Black,Gasoline,BMW,10045,X1,40962,sDrive28i,2021
5TDGZRAHXMS081671,SUV,Blue,Gasoline,Toyota,7593,Highlander,44998,XLE,2021
1FMSK8DH6MGC39062,SUV,Oxford White,Gasoline,Ford,12548,Explorer,41000,XLT,2021
WBAJA7C56JWC75324,Sedan,Bluestone Metallic,Gasoline,BMW,30520,530,38999,i xDrive,2018
JF2GTACC0K8348081,SUV,Dark Gray Metallic,Gasoline,Subaru,33027,Crosstrek,26518,2.0i Premium,2019
