vin,bodystyle,exterior_color,fuel_type,make,mileage,model,price,trim,year
1G1Y13D71K5106397,Convertible,Black,Gasoline,Chevrolet,16308,Corvette,71901,Grand Sport,2019
1C4PJLDB2LD565095,SUV,Diamond Black,Gasoline,Jeep,61339,Cherokee,23999,Limited,2020
1FM5K8D82JGB29294,SUV,Oxford White,Gasoline,Ford,80098,Explorer,29995,XLT,2018
1G4GC5E36DF164485,Sedan,White Diamond Tri-Coat,E85 Flex Fuel,Buick,47609,LaCrosse,17990,Leather,2013
SADCM2FV3KA606555,SUV,Caesium Blue,Gasoline,Jaguar,17235,F-PACE,53987,S,2019
5XYPG4A39KG552152,SUV,Blaze Blue,Gasoline,Kia,49715,Sorento,23783,LX,2019
5TDJZRFH3KS575401,SUV,Gray,Gasoline,Toyota,17870,Highlander,41998,XLE,2019
5TFVC5DB6NX003280,Pickup Truck,Midnight Black Metallic,Hybrid,Toyota,807,Tundra Hybrid,96284,Capstone,2022
5FNYF8H54MB017441,SUV,Platinum White Pearl,NULL,Honda,16434,Passport,37989,LX,2021
19UDE2F75HA004880,Sedan,Bellanova White Pearl,Gasoline,Acura,49845,ILX,20998,Premium Package,2017
WA1ANAFY9K2052060,SUV,Mythos Black Metallic,Gasoline,Audi,30394,Q5,34876,2.0T Premium,2019
3GNAXNEV8KL266512,SUV,Nightfall Gray Metallic,Gasoline,Chevrolet,17464,Equinox,29641,Premier w/1LZ,2019
JS3TX92VX34110199,SUV,Silver,Gasoline Fuel,Suzuki,118000,XL7,4000,LTD,2003
LVYBC0AL2JP029526,Sedan,Onyx Black Metallic,Hybrid,Volvo,52857,S90 Hybrid,36298,T8 Inscription,2018
JM3KFBDM6M0464584,SUV,Machine Gray Metallic,Gasoline,Mazda,13621,CX-5,31598,Grand Touring,2021
5LMCJ3C95KUL08355,SUV,Infinite Black Metallic,Gasoline,Lincoln,49078,MKC,30499,Reserve,2019
5N1AR2MN7EC693355,SUV,Super Black,Gasoline,Nissan,48573,Pathfinder,18975,SL,2014
5N1DR2CM7LC611918,SUV,Glacier White,Gasoline,Nissan,50934,Pathfinder,28750,SL,2020
WA1EVAF15MD006480,SUV,Navarra Blue Metallic,Gasoline,Audi,29258,Q8,72900,55 Premium,2021
WBA7F2C5XGG415003,Sedan,White,Gasoline,BMW,57762,750,43599,i xDrive,2016
1C4RJFBG7KC539847,SUV,Diamond Black,Gasoline,Jeep,54027,Grand Cherokee,34999,Limited,2019
MAJ3P1TE1JC203202,SUV,White Platinum Tri-Coat Metallic,Gasoline,Ford,15669,EcoSport,18998,SE,2018
1GKS1JKL1MR327399,SUV,Onyx Black,Gasoline,GMC,56440,Yukon XL,78980,Denali,2021
JTJFY7AX0M4334645,SUV,Black Onyx,Gasoline,Lexus,13530,LX 570,90987,Two-Row,2021
5NPEL4JA3LH011951,Sedan,Portofino Gray,Gasoline,Hyundai,46330,Sonata,26998,SEL,2020
1C4RJFBG1LC340052,SUV,Walnut Brown,Gasoline,Jeep,61379,Grand Cherokee,36997,Limited,2020
JN1EV7AP9JM351241,Sedan,Black,Gasoline,INFINITI,24530,Q50,26495,3.0t LUXE,2018
WDDZF4JB9KA593986,Sedan,Black,Gasoline,Mercedes-Benz,48225,E-Class,34996,E 300,2019
55SWF8DB9KU318947,Sedan,Black,Gasoline,Mercedes-Benz,41427,C-Class,34391,C 300,2019
WDDJK6GA5LF059598,Convertible,Polar White,Gasoline,Mercedes-Benz,12812,SL 450,80995,Base,2020
WBA5U7C08LAF54108,Sedan,Portimao Blue Metallic,Gasoline,BMW,35546,M340,46990,i,2020
1GTP9EEL0MZ269590,Pickup Truck,Onyx Black,Gasoline,GMC,26309,Sierra 1500,59997,AT4,2021
2GNAXHEVXL6273095,SUV,Mosaic Black Metallic,Gasoline,Chevrolet,21586,Equinox,24995,LS,2020
5J6RW1H58KA003960,SUV,Modern Steel Metallic,Gasoline,Honda,27055,CR-V,30390,EX,2019
KL4CJASB8KB760676,SUV,Winterberry Red Metallic,Gasoline,Buick,29315,Encore,22990,Preferred,2019
1C4RDJDG1MC500214,SUV,F8 Green Clearcoat,Gasoline,Dodge,12838,Durango,45995,GT,2021
1FM5K7FH9GGC12303,SUV,White Platinum Tri-Coat Metallic,Gasoline,Ford,69927,Explorer,24460,Limited,2016
5J6RW1H23LA003596,SUV,Platinum White Pearl,Gasoline,Honda,18891,CR-V,29991,LX,2020
WDDGF8BB0BR170258,Sedan,Gray,Gasoline,Mercedes-Benz,107778,C-Class,8683,C 300 4MATIC,2011
SAJWJ6FVXH8K41575,Convertible,Polaris White,Gasoline,Jaguar,29581,F-TYPE,55991,S,2017
4T1G11AK3LU348126,Sedan,Gray,Gasoline,Toyota,53540,Camry,29753,SE,2020
1GKKNULSXMZ227491,SUV,Satin Steel Metallic,Gasoline,GMC,16918,Acadia,43997,SLT,2021
2T1BURHE4FC447592,Sedan,4Evergreen Mica,Gasoline,Toyota,109446,Corolla,15327,LE,2015
JM3KFBDM9K0604415,SUV,Deep Crystal Blue Mica,Gasoline,Mazda,45194,CX-5,28987,Grand Touring,2019
W1N4M4HB3MW130448,SUV,Iridium Silver Metallic,Gasoline,Mercedes-Benz,13550,GLB 250,40658,Base 4MATIC,2021
1GCUYGEL2MZ109227,Pickup Truck,Black,Gasoline,Chevrolet,18813,Silverado 1500,52773,LTZ,2021
55SWF8EB7KU319738,Sedan,Black,Gasoline,Mercedes-Benz,45962,C-Class,35991,C 300 4MATIC,2019
JTJBZMCA9J2033138,SUV,Nightfall Mica,Gasoline,Lexus,34059,RX 350,37885,350,2018
5FNYF3H53CB007999,SUV,Dark Amber Metallic,Gasoline,Honda,154018,Pilot,12250,EX-L,2012
2T3RWRFV7KW019981,SUV,Blue Flame,Hybrid,Toyota,13069,RAV4 Hybrid,37913,XLE,2019
4T1G11AK3LU908730,Sedan,Black,Gasoline,Toyota,66985,Camry,27449,SE,2020
2FMPK3K99KBC20367,SUV,Burgundy Velvet Metallic Tinted Clearcoat,Gasoline,Ford,30684,Edge,32989,Titanium,2019
3C4PDCAB9GT159455,SUV,White,Gasoline,Dodge,85862,Journey,8995,SE,2016
JTJAM7BX6M5295574,SUV,Black Onyx,Gasoline,Lexus,12029,GX 460,57998,Base,2021
3VV2B7AX6KM015059,SUV,Deep Black Pearl Effect,Gasoline,Volkswagen,23321,Tiguan,30795,2.0T SEL,2019
5XYPG4A5XJG385624,SUV,Sparkling Silver,Gasoline,Kia,48711,Sorento,25254,LX,2018
5YFEPRAE3LP097687,Sedan,White,Gasoline,Toyota,20261,Corolla,23831,LE,2020
1C4RJFBG6LC148755,SUV,Diamond Black,Gasoline,Jeep,52770,Grand Cherokee,34760,Limited,2020
5N1AL0MM4FC538907,SUV,Hermosa Blue,Gasoline,INFINITI,84069,QX60,25998,Base,2015
3FA6P0HD0LR235490,Sedan,Magnetic,Gasoline,Ford,18193,Fusion,25495,SE,2020
1HGCR2F86FA009057,Sedan,Alabaster Silver Metallic,Gasoline,Honda,102766,Accord,17952,EX-L,2015
5GAKRCKD9HJ198391,SUV,Crimson Red Tintcoat,Gasoline,Buick,15372,Enclave,33998,Premium,2017
1G1BE5SM4H7264955,Sedan,Tungsten Metallic,Gasoline,Chevrolet,47419,Cruze,18612,LT,2017
1FMSK8DH5LGC09436,SUV,Blue Metallic,Gasoline,Ford,45335,Explorer,40000,XLT,2020
1GYS3EKL8MR273431,SUV,Satin Steel Metallic,Gasoline,Cadillac,19080,Escalade,111605,Sport,2021
1N6AA1E66HN534247,Pickup Truck,Gray,Gasoline,Nissan,48507,Titan,30952,SV,2017
5J8TC2H57ML019330,SUV,Platinum White Pearl,Gasoline,Acura,15446,RDX,43997,Technology Package,2021
2T3H1RFVXKW034632,SUV,Ruby Flare Pearl,Gasoline,Toyota,48298,RAV4,28997,LE,2019
WDD1K6FB3JF029894,Convertible,Black,Gasoline,Mercedes-Benz,38376,E-Class,55490,E 400,2018
55SWF4KB6JU272200,Sedan,Gray,Gasoline,Mercedes-Benz,39908,C-Class,29990,C 300 4MATIC,2018
WBXYJ5C36JEF76852,SUV,Jet Black,Gasoline,BMW,36070,X2,31214,xDrive28i,2018
W1N4M4HB3MW108305,SUV,Polar White,Gasoline,Mercedes-Benz,11788,GLB 250,39992,Base 4MATIC,2021
4JGBF8GE5AA605470,SUV,Black,Gasoline,Mercedes-Benz,78309,GL-Class,18990,GL 550 4MATIC,2010
KL4CJASBXKB837970,SUV,Winterberry Red Metallic,Gasoline,Buick,13631,Encore,22557,Preferred,2019
JN1BJ1CV8LW277535,SUV,Glacier White,Gasoline,Nissan,36587,Rogue Sport,26622,S,2020
JM3KFBDM0K0673428,SUV,Snowflake White Pearl Mica,Gasoline,Mazda,22801,CX-5,30888,Grand Touring,2019
5XYP5DHC1NG254484,SUV,Glacial White Pearl,Gasoline,Kia,355,Telluride,61900,SX,2022
2C4RC1BG5LR268941,Passenger Van,Bright White Clearcoat,Gasoline,Chrysler,61539,Pacifica,32465,Touring-L,2020
1C6RREHT7LN373964,Pickup Truck,Billet Silver Metallic Clearcoat,Gasoline,RAM,41565,1500,50992,Limited,2020
JTEBU5JRXK5705140,SUV,Magnetic Gray Metallic,Gasoline,Toyota,19472,4Runner,49991,Limited Nightshade,2019
SALZJ2FX7LH105511,SUV,Fuji White,Gasoline,Land Rover,23092,Range Rover Evoque,42929,S,2020
WAUFADF51MA053854,Hatchback,Daytona Gray Pearl Effect,Gasoline,Audi,12765,A5,47995,2.0T Premium,2021
55SWF8EB2KU303222,Sedan,White,Gasoline,Mercedes-Benz,33540,C-Class,38998,C 300 4MATIC,2019
2HKRW2H84KH629813,SUV,Molten Lava Pearl,Gasoline,Honda,30789,CR-V,32491,EX-L,2019
1FMJU1LT0LEA13273,SUV,Desert Gold,Gasoline,Ford,13666,Expedition,69295,Platinum,2020
2HGFC2F87LH511121,Sedan,Platinum White Pearl,Gasoline,Honda,48149,Civic,26500,Sport,2020
1C4RJFCT6FC154846,SUV,White,Gasoline,Jeep,46590,Grand Cherokee,30999,High Altitude,2015
1FM5K7D83JGC23842,SUV,Shadow Black,Gasoline,Ford,60243,Explorer,29203,XLT,2018
KNDPMCAC2M7939550,SUV,Gray,Gasoline,Kia,32648,Sportage,29494,LX,2021
5UXCR6C52KLL10132,SUV,White,Gasoline,BMW,39929,X5,55998,xDrive40i,2019
1G6AX5SX8K0129858,Sedan,Black Raven,Gasoline,Cadillac,32143,CTS,36982,2.0L Turbo Luxury,2019
3N1AB7AP4KY247892,Sedan,Super Black,Gasoline,Nissan,46755,Sentra,18777,S,2019
5XYP34HC3LG032838,SUV,Sangria Red,Gasoline,Kia,72696,Telluride,38450,EX,2020
WP0AA2A72BL016632,Hatchback,NULL,Gasoline,Porsche,60329,Panamera,35491,4,2011
3GTU2PECXJG562279,Pickup Truck,White Frost Tri-Coat,Gasoline,GMC,48996,Sierra 1500,46500,Denali,2018
5N1AZ2BJXLN121729,SUV,Gun Metallic,Gasoline,Nissan,60425,Murano,24992,SV,2020
1C4RJEBG6LC281915,SUV,Billet Silver Metallic Clearcoat,Gasoline,Jeep,60436,Grand Cherokee,30199,Limited,2020
4T1T11AK8NU644972,Sedan,Blueprint,Gasoline,Toyota,12652,Camry,34998,SE,2022
5UXKR2C56G0R70493,SUV,Glacier Silver Metallic,Gasoline,BMW,32989,X5,34991,sDrive35i,2016
4S4WMARD6M3407198,SUV,Ice Silver Metallic,Gasoline,Subaru,10291,Ascent,39991,Touring 7-Passenger,2021
1FMCU0GD1JUA22640,SUV,Magnetic,Gasoline,Ford,40850,Escape,24488,SE,2018
5FNYF6H56KB033139,SUV,Modern Steel Metallic,Gasoline,Honda,30824,Pilot,36150,EX-L,2019
2HKRW2H87LH619164,SUV,Blue,Gasoline,Honda,36714,CR-V,30227,EX-L,2020
3C6TRVBG1LE102792,Cargo Van,Bright White Clearcoat,Gasoline,RAM,39479,ProMaster 1500,40152,Base,2020
4S4BTAMC4M3125108,SUV,Magnetite Gray Metallic,Gasoline,Subaru,14502,Outback,35995,Limited,2021
JN8AY2NF3K9350246,SUV,White,Gasoline,Nissan,82500,Armada,38490,Platinum,2019
JM3KFBDM4K1682580,SUV,Deep Crystal Blue Mica,Gasoline,Mazda,52161,CX-5,27535,Grand Touring,2019
2B3CA3CV3AH245912,Sedan,Red,Gasoline,Dodge,144331,Charger,7995,SXT,2010
1GKKNLLA5HZ314447,SUV,Sky Blue Metallic,Gasoline,GMC,89910,Acadia,23239,SLE-2,2017
WA1FVAF15LD022102,SUV,Galaxy Blue Metallic,Gasoline,Audi,18318,Q8,75475,55 Premium,2020
W1K7X6BB1NA048268,Coupe,Cirrus Silver Metallic,Gasoline,Mercedes-Benz,2348,AMG GT 53,118491,Base,2022
5UXKR0C53J0Y01611,SUV,Blue,Gasoline,BMW,55825,X5,44998,xDrive35i,2018
5YJ3E1EB8KF386069,Sedan,Midnight Silver Metallic,Electric,Tesla,27795,Model 3,57998,Long Range,2019
JN1BJ1CP9HW034454,SUV,Magnetic Black,Gasoline,Nissan,80067,Rogue Sport,17990,SV,2017
19UUA96599A004806,Sedan,Palladium Metallic,Gasoline,Acura,147803,TL,11295,Technology,2009
KL7CJPSB9KB919677,SUV,Mosaic Black Metallic,Gasoline,Chevrolet,11132,Trax,22591,LT,2019
5N1AT2MV1JC748443,SUV,Magnetic Black,Gasoline,Nissan,49581,Rogue,20988,SV,2018
2HKRW2H8XLH655947,SUV,Black,Gasoline,Honda,19781,CR-V,33995,EX-L,2020
1V2ER2CA6JC513408,SUV,Pure White,Gasoline,Volkswagen,76550,Atlas,27796,3.6L SEL,2018
1FM5K7FH8JGC92832,SUV,Apple Red,Gasoline,Ford,39272,Explorer,32992,Limited,2018
1N4AL3AP6JC102644,Sedan,Black,Gasoline,Nissan,89829,Altima,14899,2.5 S,2018
5GAERDKW1JJ155027,SUV,Pepperdust Metallic,Gasoline,Buick,44340,Enclave,39777,Avenir,2018
3GCUKREC1HG486926,Pickup Truck,Black,Gasoline,Chevrolet,48141,Silverado 1500,39250,LT,2017
WP1AB2A26DLA81194,SUV,Blue,Gasoline,Porsche,82842,Cayenne,24977,S,2013
KMHFH4JG8HA583411,Sedan,Black,Gasoline Fuel,Hyundai,58000,Azera,26000,Limited,2017
WBA7F0C57KGM25369,Sedan,Black Sapphire Metallic,Gasoline,BMW,20514,750,57998,i,2019
5N1DL0MN9KC529958,SUV,Liquid Platinum,Gasoline,INFINITI,32817,QX60,34900,Luxe,2019
5N1DL0MM2KC528867,SUV,Majestic White,Gasoline,INFINITI,51493,QX60,34998,Luxe,2019
WBAJE7C57KWD55608,Sedan,Alpine White,Gasoline,BMW,22781,540,50450,i xDrive,2019
2C4RC1BGXLR276985,Passenger Van,Bright White Clearcoat,Gasoline,Chrysler,61641,Pacifica,28192,Touring-L,2020
JF2SJATC4HH402815,SUV,Crystal White Pearl,Gasoline,Subaru,88627,Forester,22000,2.5i Touring,2017
5NMS23AD2KH057583,SUV,Lava Orange,Gasoline,Hyundai,44600,Santa Fe,20741,SE 2.4,2019
1C4RJFBG6KC841095,SUV,Granite Crystal,Gasoline,Jeep,21209,Grand Cherokee,33900,Limited,2019
WA1L2AFPXGA023866,SUV,Ibis White,E85 Flex Fuel,Audi,97540,Q5,21903,2.0T Premium Plus,2016
5J6RW1H9XJL009507,SUV,White Diamond Pearl,Gasoline,Honda,36345,CR-V,30987,Touring,2018
3TMCZ5AN2MM409663,Pickup Truck,Black,Gasoline,Toyota,19087,Tacoma,38944,SR,2021
1C6SRFJT1KN503785,Pickup Truck,Billet Silver Metallic Clearcoat,Gasoline,RAM,30463,1500,43886,Laramie,2019
19XFC2F66LE210915,Sedan,Black,Gasoline,Honda,31555,Civic,26521,LX,2020
5N1DR2CM4LC597783,SUV,Magnetic Black Pearl,Gasoline,Nissan,61985,Pathfinder,29157,SL,2020
WDD5J4GB4LN058904,Sedan,Polar White,Gasoline,Mercedes-Benz,24426,CLA 250,38395,Base,2020
2G2FV32P3R2249772,Convertible,Black,Gasoline,Pontiac,175795,Firebird,9999,Formula,1994
1C4RJFBG6FC651044,SUV,Bright White Clearcoat,Gasoline,Jeep,88300,Grand Cherokee,21500,Limited,2015
2HGFC2F64LH561019,Sedan,Red,Gasoline,Honda,13322,Civic,28965,LX,2020
JHMFC1F77JX007742,Sedan,Cosmic Blue Metallic,Gasoline,Honda,45940,Civic,25995,EX-L,2018
SALRU2RV1L2415609,SUV,Fuji White,Gasoline,Land Rover,32220,Discovery,60987,Landmark,2020
JF2SKAGC5KH525408,SUV,Crystal White Pearl,Gasoline,Subaru,18679,Forester,30000,Premium,2019
2FMPK4AP7LBB10036,SUV,Agate Black,Gasoline,Ford,10952,Edge,43991,ST,2020
WA1VAAF78JD007716,SUV,Ink Blue Metallic,Gasoline,Audi,86154,Q7,34999,3.0T Prestige,2018
1GKS1DKL3MR282340,SUV,Onyx Black,Gasoline,GMC,22973,Yukon,81935,Denali,2021
5TFDY5F18LX932904,Pickup Truck,Silver Sky Metallic,Gasoline,Toyota,43978,Tundra,40933,SR5,2020
1V2NR2CA7KC601630,SUV,Deep Black Pearl Effect,Gasoline,Volkswagen,42316,Atlas,39962,3.6L SEL Premium,2019
1C4RDJDG2EC464440,SUV,Sandstone Pearl,E85 Flex Fuel,Dodge,98204,Durango,23990,Limited,2014
5FNYF6H54LB067534,SUV,Modern Steel Metallic,Gasoline,Honda,24020,Pilot,38253,EX-L,2020
5UXCR6C55KLL63746,SUV,Mineral White Metallic,Gasoline,BMW,30854,X5,55294,xDrive40i,2019
3GKALPEV1KL324769,SUV,Summit White,Gasoline,GMC,61790,Terrain,24800,SLT,2019
WBA5R7C58KAJ86778,Sedan,Portimao Blue Metallic,Gasoline,BMW,19779,330,45651,i xDrive,2019
JN8AZ1FY7CW100339,SUV,Super Black,Gasoline,Nissan,80081,Murano CrossCabriolet,17999,Base,2012
1HGCV2F39MA018610,Sedan,Sonic Gray Pearl,Gasoline,Honda,12223,Accord,36789,Sport 2.0T,2021
4T1C11BK5LU014421,Sedan,Predawn Gray Mica,Gasoline,Toyota,22667,Camry,28885,LE,2020
JF2GTAEC6K8240688,SUV,Crystal White Pearl,Gasoline,Subaru,32945,Crosstrek,27904,2.0i Premium,2019
JTMP1RFV9MD070310,SUV,Red,Gasoline,Toyota,10100,RAV4,36998,XLE,2021
1C6SRFHT6MN617161,Pickup Truck,Diamond Black Crystal Pearlcoat,Gasoline/Mild Electric Hybrid,RAM,22358,1500,58495,Limited,2021
JN8AT2MV8JW351237,SUV,White,Gasoline,Nissan,50000,Rogue,20933,SV,2018
4JGED6EB8GA016406,SUV,Black,Gasoline,Mercedes-Benz,49342,GLE-Class,42921,GLE 450 AMG Coupe 4MATIC,2016
JTEZU5JR0L5222109,SUV,Midnight Black Metallic,Gasoline,Toyota,18322,4Runner,44991,Limited,2020
WA1LAAF72HD024500,SUV,Graphite Gray Metallic,Gasoline,Audi,58198,Q7,39999,3.0T Premium Plus,2017
1FT7W2BT1KEG60196,Pickup Truck,Agate Black Metallic,Diesel,Ford,32808,F-250,75000,Platinum,2019
4S4WMAFD1L3461429,SUV,Crystal White Pearl,Gasoline,Subaru,23334,Ascent,33997,Premium 7-Passenger,2020
1C4RJFBT9HC770061,SUV,Diamond Black Crystal Pearlcoat,NULL,Jeep,39334,Grand Cherokee,32000,Limited,2017
1C4GJXANXMW744481,SUV,Hydro Blue Pearlcoat,Gasoline,Jeep,15898,Wrangler,38998,Sport,2021
1GYKNBRS4HZ175329,SUV,Stellar Black Metallic,Gasoline,Cadillac,76298,XT5,24400,Luxury,2017
5XYPGDA57HG235299,SUV,Platinum Graphite,Gasoline,Kia,64220,Sorento,21995,LX,2017
WDDWF8EB7KR458110,Sedan,Gray Metallic,Gasoline,Mercedes-Benz,40096,C-Class,34495,C 300 4MATIC,2019
KNMAT2MT6LP534885,SUV,Brilliant Silver Metallic,Gasoline,Nissan,47662,Rogue,23701,SV,2020
3VV0B7AX5KM140691,SUV,Pure White,Gasoline,Volkswagen,46980,Tiguan,24987,2.0T S,2019
W1KZF8DB2LA840530,Sedan,Black,Gasoline,Mercedes-Benz,25607,E-Class,46998,E 350,2020
3PCAJ5M34KF123873,SUV,Black Obsidian,Gasoline,INFINITI,17141,QX50,41000,ESSENTIAL,2019
1FTEW1EB2JFB92315,Pickup Truck,Blue,E85 Flex Fuel,Ford,40922,F-150,34798,XLT,2018
1N4AA6CV1LC368885,Sedan,Gun Metallic,Gasoline,Nissan,83391,Maxima,23995,3.5 SV,2020
2T2BK1BA8FC278458,SUV,Black,Gasoline,Lexus,147319,RX 350,19900,Base,2015
ZHWUD4ZF5JLA08254,Coupe,Verde Mantis Pearl Effect,Gasoline,Lamborghini,14670,Huracan,339800,Performante,2018
2T3RWRFV9LW077351,SUV,Lunar Rock,Hybrid,Toyota,18395,RAV4 Hybrid,38413,XLE,2020
1GNERGKWXMJ250567,SUV,Satin Steel Metallic,Gasoline,Chevrolet,15389,Traverse,44985,LT Cloth,2021
1GNSKBKC0JR293148,SUV,Tungsten Metallic,Gasoline,Chevrolet,67542,Tahoe,41990,LT,2018
7FARW2H52KE026724,SUV,Modern Steel Metallic,Gasoline,Honda,12179,CR-V,31560,EX,2019
1C4HJXDM3MW589280,SUV,Sarge Green Clearcoat,Diesel,Jeep,24662,Wrangler Unlimited,42998,Sport,2021
3VV1B7AX9JM026194,SUV,Dark Moss Green Metallic,Gasoline,Volkswagen,49270,Tiguan,22998,2.0T S,2018
1FM5K7D8XJGC24177,SUV,Shadow Black,Gasoline,Ford,46082,Explorer,31972,XLT,2018
1C4PJLDB1LD653720,SUV,Bright White Clearcoat,Gasoline,Jeep,33811,Cherokee,27991,Limited,2020
5N1AL0MN0FC502205,SUV,White,Gasoline Fuel,INFINITI,81000,QX60,20000,Base,2015
3MW5R1J09L8B09239,Sedan,Black Sapphire Metallic,Gasoline,BMW,24398,330,37395,i,2020
JTEBU5JR3K5696281,SUV,Blizzard Pearl,Gasoline,Toyota,16822,4Runner,45898,Limited,2019
5J6RW1H50KA020669,SUV,Gray,Gasoline,Honda,41086,CR-V,29998,EX,2019
5YJ3E1EA6MF922978,Sedan,Black,NULL,Tesla,23129,Model 3,53295,Standard Range Plus,2021
WDDWF4JB1HR288267,Sedan,Gray,Gasoline,Mercedes-Benz,45467,C-Class,29998,C 300,2017
5YJ3E1EA2MF021039,Sedan,Pearl White Multi,NULL,Tesla,11667,Model 3,59900,Standard Range Plus,2021
1C4RJFBG2KC589958,SUV,Velvet Red Pearlcoat,Gasoline,Jeep,41807,Grand Cherokee,34000,Limited,2019
5YJ3E1EA5KF411453,Sedan,Red Multi,Electric,Tesla,11942,Model 3,50790,Standard Range Plus,2019
JTJHZKEAXM2022715,SUV,Matador Red Mica,Gasoline,Lexus,13617,RX 350L,53824,RX 350L,2021
WDD3G4EB1KW034352,Sedan,Midnight Black,Gasoline,Mercedes-Benz,23747,A-Class,31991,A 220,2019
1G1YY2D71H5102462,Coupe,Watkins Glen Gray Metallic,Gasoline,Chevrolet,17450,Corvette,68122,Grand Sport,2017
5TFHY5F13KX842785,Pickup Truck,Super White,Gasoline,Toyota,80049,Tundra,44588,Limited,2019
1GYS4BKL7MR237922,SUV,Black Raven,Gasoline,Cadillac,20459,Escalade,102542,Premium Luxury,2021
KMHGN4JF9FU047678,Sedan,Manhattan Brown,Gasoline,Hyundai,68508,Genesis,23499,5,2015
2T3BFREV6JW771088,SUV,Ruby Flare Pearl,Gasoline,Toyota,32054,RAV4,26506,LE,2018
3FA6P0D92LR199643,Sedan,Iconic Silver Metallic,Gasoline,Ford,64753,Fusion,24268,Titanium,2020
JTEBU5JR4L5810306,SUV,Magnetic Gray Metallic,Gasoline,Toyota,58380,4Runner,45892,Limited,2020
5FNYF6H78LB064752,SUV,Crystal Black Pearl,Gasoline,Honda,22335,Pilot,45436,Black Edition,2020
3N1AB7AP0KY261790,Sedan,Cloud White,Gasoline,Nissan,15989,Sentra,22966,S,2019
WBA8D9C58JA608344,Sedan,Mineral Gray Metallic,Gasoline,BMW,38009,330,28995,i xDrive,2018
2HKRW2H20LH634116,SUV,Radiant Red Metallic,Gasoline,Honda,19108,CR-V,30927,LX,2020
5N1DL0MM0LC539061,SUV,Black Obsidian,Gasoline,INFINITI,42790,QX60,37134,Luxe,2020
1FM5K8D80JGA68219,SUV,Ruby Red Metallic Tinted Clearcoat,Gasoline,Ford,76317,Explorer,29107,XLT,2018
3FADP4AJ7KM160281,Sedan,Ingot Silver Metallic,Gasoline,Ford,12985,Fiesta,17330,S,2019
2HKRM4H74FH668707,SUV,Crystal Black Pearl,Gasoline,Honda,57251,CR-V,22750,EX-L,2015
5XYPG4A3XGG054873,SUV,Remington Red Metallic,Gasoline,Kia,80728,Sorento,19354,LX,2016
1C6RR6GT4ES120774,Pickup Truck,Bright Silver Clearcoat Metallic,Gasoline,RAM,132878,1500,15696,SLT,2014
1HGCR2F89DA003797,Sedan,White Orchid Pearl,Gasoline,Honda,21212,Accord,22900,EX-L,2013
KL79MPSL9MB007225,SUV,Mosaic Black Metallic,Gasoline,Chevrolet,10369,Trailblazer,29000,LT,2021
WAUEAAF41MN012716,Sedan,Navarra Blue Metallic,Gasoline,Audi,13624,A4,43000,40 Premium Plus,2021
5UXCW2C51KL088068,SUV,Gray Metallic,Gasoline,BMW,41221,X7,63990,xDrive40i,2019
1FMCU0J95EUB59011,SUV,Ingot Silver Metallic,Gasoline,Ford,80235,Escape,17690,Titanium,2014
1FTEW1E54JKC74757,Pickup Truck,Lightning Blue,Gasoline,Ford,47161,F-150,40000,Lariat,2018
55SWF4KB7FU003582,Sedan,Black,Gasoline,Mercedes-Benz,77390,C-Class,24266,C 300 4MATIC,2015
5UXKR0C56H0U53118,SUV,Brown Metallic,Gasoline,BMW,57351,X5,34489,xDrive35i,2017
5UXCR6C06M9E01377,SUV,Jet Black,Gasoline,BMW,12242,X5,58999,xDrive40i,2021
1GNSCNKD2MR246599,SUV,Summit White,Gasoline,Chevrolet,47521,Tahoe,59886,LT,2021
2T3W1RFV8MW171417,SUV,Magnetic Gray Metallic,Gasoline,Toyota,10132,RAV4,38991,XLE,2021
5TDKRKEC6NS100783,Passenger Van,Gray,Hybrid,Toyota,12262,Sienna,48690,LE,2022
WDDZF4KBXHA175623,Sedan,Black,Gasoline,Mercedes-Benz,45062,E-Class,37493,E 300 Luxury,2017
5UXTY3C0XL9B71942,SUV,Jet Black,Gasoline,BMW,58127,X3,33656,sDrive30i,2020
1GYKNDRS1KZ202389,SUV,Stellar Black Metallic,Gasoline,Cadillac,40420,XT5,36895,Luxury,2019
1C4RJFBGXHC843263,SUV,Diamond Black,Gasoline,Jeep,47647,Grand Cherokee,29039,Limited,2017
2HKRM4H7XGH693001,SUV,Brown,Gasoline,Honda,49914,CR-V,27499,EX-L,2016
WDDWK8DB9LF950816,Convertible,Polar White,Gasoline,Mercedes-Benz,12893,C-Class,53885,C 300,2020
1GYKPDRS6MZ225146,SUV,Stellar Black Metallic,Gasoline,Cadillac,3601,XT6,52000,Premium Luxury AWD,2021
JTHCZ1BL8HA004768,Sedan,Black,Gasoline,Lexus,57149,GS 350,29995,F Sport,2017
3D7MX48C67G742952,Pickup Truck,White,Diesel,Dodge,134238,Ram 3500,31495,SLT,2007
JN8AE2KP9G9151781,Passenger Van,Silver,Gasoline,Nissan,104706,Quest,13200,SV,2016
1GT42YEY1JF159293,Pickup Truck,Red Quartz Tintcoat,Diesel,GMC,65857,Sierra 3500,61990,Denali,2018
5J6RW2H86KL037450,SUV,Lunar Silver Metallic,Gasoline,Honda,11332,CR-V,33878,EX-L,2019
3FA6P0K98ER344724,Sedan,Gray,Gasoline,Ford,61590,Fusion,18800,Titanium,2014
